"run","SampleID","Input","No Dimers","Amplicons","OutputDada2","OutputPostprocessing","perc_amplicons","group"
"NS2","NS2_MH-04-AC_HAM14-000569",700867,664425,662894,577323,577323,0.945819962988698,"Sample"
"NS2","NS2_MH-11-AC_HT08082010-1",397914,378075,376347,312845,312768,0.945799846197922,"Sample"
"NS2","NS2_MH-12-AC_HT26032011-1",89436,84664,84585,73605,73605,0.945760096605394,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000375",1681850,1597278,1590615,1363834,1363834,0.945753188453191,"Sample"
"NS2","NS2_MH-09-AC_HT03052012-2",207422,196395,196167,169945,169945,0.945738639102892,"Sample"
"NS2","NS2_MH-06-AC_HT09122013-1",150254,142713,142086,121419,121419,0.94563871843678,"Sample"
"NS2","NS2_MH-12-AC_HT25052011-5",148861,141008,140764,122360,122360,0.945606975634988,"Sample"
"NS2","NS2_MH-12-AC_HT23072010-2",13701,13033,12955,11516,11516,0.945551419604408,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000552",675559,639276,638620,555195,555195,0.945320838002306,"Sample"
"NS2","NS2_MH-06-AC_HT19032013-7",223342,211978,211129,179082,179082,0.945317047398161,"Sample"
"M13","M13_PC2",1916255,1813125,1811385,1585147,1703344,0.94527346308294,"PC"
"NS2","NS2_MH-08-AC_HT28112012-4",135235,127922,127804,112394,112394,0.94505120715791,"Sample"
"M14","M14_HT05012011-04",526038,498977,497092,423711,428601,0.944973557043407,"Sample"
"NS2","NS2_MH-06-AC_HT17062013-7",175736,166585,166052,143229,143229,0.944894614649247,"Sample"
"NS2","NS2_MH-06-AC_HT15062013-7",128556,121753,121445,103746,103746,0.944685584492361,"Sample"
"NS2","NS2_MH-12-AC_HT06082010-1",10682,10158,10088,8855,8855,0.944392435873432,"Sample"
"NS2","NS2_MH-12-AC_HT05102010-1",58756,55550,55488,48271,48271,0.944380148410375,"Sample"
"NS2","NS2_MH-06-AC_HT21092013-1",165516,156794,156298,134060,134060,0.944307498972909,"Sample"
"NS2","NS2_MH-09-AC_HT03062011-12",233532,220711,220492,193343,193343,0.944161827929363,"Sample"
"NS2","NS2_MH-07-AC_HT21052013-7",184538,174761,174233,150140,150140,0.944157842829119,"Sample"
"NS2","NS2_MH-09-AC_HT18072011-2",179390,169513,169371,147701,147701,0.944149618150399,"Sample"
"NS2","NS2_MH-09-AC_HT15122011-1",237666,224722,224380,196182,196182,0.944098019910294,"Sample"
"NS2","NS2_MH-08-AC_HT09062012-6",182165,172139,171973,150923,150923,0.944050723245409,"Sample"
"NS2","NS2_MH-08-AC_HT13062012-2",173027,163410,163331,142317,142317,0.943962502961965,"Sample"
"NS2","NS2_MH-06-AC_HT31082013-2",215947,204628,203824,174644,174644,0.943861225208037,"Sample"
"M08","M08_HAM16-182-D0",524687,497283,495133,426396,426396,0.943673085096448,"Sample"
"M09","M09_HAM14-048-D0",1436392,1357609,1355330,1188841,1188841,0.943565544781647,"Sample"
"M10","M10_HT10032012-04",1334421,1261850,1259037,1102370,1109264,0.943508083281064,"Sample"
"NS2","NS2_MH-06-AC_HT24052013-2",136234,128678,128527,109549,109549,0.943428219093618,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000169",543031,512792,512020,439314,439314,0.942892763028262,"Sample"
"NS2","NS2_MH-06-AC_HT03072013-1",146877,139011,138448,117717,117717,0.942611845285511,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000451",223801,211114,210931,183912,183912,0.942493554541758,"Sample"
"M08","M08_HAM16-358-D0",737890,697829,695239,592309,592309,0.942198701703506,"Sample"
"NS2","NS2_MH-09-AC_HT26122011-4",101686,95896,95790,84806,84806,0.94201758354149,"Sample"
"NS2","NS2_MH-06-AC_HT16102013-1",186516,176327,175567,149568,149568,0.941297261360956,"Sample"
"M14","M14_HT09032011-04",733879,692798,690759,578505,582201,0.94124372001379,"Sample"
"M09","M09_HAM14-054-D0",1678016,1583289,1579331,1396491,1455069,0.941189476143255,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000762",379484,358553,357085,308031,308031,0.940975113575276,"Sample"
"NS2","NS2_MH-09-AC_HT29052012-6",195520,184050,183962,160906,160906,0.940885842880524,"Sample"
"NS2","NS2_MH-06-AC_HT07092013-3",85042,80209,80009,68272,68272,0.940817478422427,"Sample"
"NS2","NS2_MH-12-AC_HT28072010-1",63875,60305,60074,52385,52385,0.940493150684932,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000220",526741,496309,495208,426685,426685,0.940135664396734,"Sample"
"M08","M08_HAM15-004-D0",369665,348757,347533,298901,298901,0.940129576778976,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000698",1049170,990133,985987,844896,844896,0.939778110315773,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000692",156465,147705,147015,126004,126004,0.939603106125971,"Sample"
"NS2","NS2_MH-11-AC_HT19092010-1",529988,498752,497959,427508,427508,0.939566556223914,"Sample"
"NS2","NS2_MH-06-AC_HT15072013-3",204556,192991,192116,164394,164394,0.939185357554899,"Sample"
"NS2","NS2_MH-06-AC_HT04122013-3",216504,203801,203337,174629,174629,0.939183571666112,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000310",700255,659422,657650,568721,568721,0.939157878201512,"Sample"
"NS2","NS2_MH-07-AC_HT06052013-9",186625,176962,175208,150851,150851,0.938823844608171,"Sample"
"NS2","NS2_MH-12-AC_HT03042011-3",70384,66193,66066,56909,56909,0.93865082973403,"Sample"
"NS2","NS2_MH-12-AC_HT17062010-2",114868,107915,107819,93630,93630,0.938633910227391,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000065",202159,191951,189699,163187,163187,0.93836534608897,"Sample"
"NS2","NS2_MH-06-AC_HT01122013-1",220812,208003,207193,178293,178293,0.938323098382334,"Sample"
"NS2","NS2_MH-09-AC_HT15052012-13",207404,195014,194611,168075,168075,0.93831845094598,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000660",1284977,1210547,1205623,1037487,1037487,0.938244809051057,"Sample"
"NS2","NS2_MH-09-AC_HT08122011-6",212992,200100,199823,173588,173588,0.93817138671875,"Sample"
"NS2","NS2_MH-05-AC_HT11122013-1",199327,187296,186989,161666,161666,0.938101712261761,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000686",265743,250214,249210,214437,214437,0.937785755410302,"Sample"
"M14","M14_HAM14-129-D0",266567,250877,249863,205984,205984,0.937336579546606,"Sample"
"NS2","NS2_MH-12-AC_HT02062010-5",48466,45485,45422,39765,39765,0.937193083811332,"Sample"
"NS2","NS2_MH-06-AC_HT19102013-3",99220,93249,92952,79021,79021,0.936827252570046,"Sample"
"NS2","NS2_MH-07-AC_HT09072013-4",243202,228333,227797,196079,196079,0.936657593276371,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000414",1682222,1582512,1575172,1348668,1348668,0.936363928185459,"Sample"
"M14","M14_HT07042013-02",401368,377002,375823,314444,314444,0.936355165334556,"Sample"
"NS2","NS2_MH-06-AC_HT18092013-1",175093,164228,163941,138688,138688,0.936308133391969,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000719",1846482,1735590,1728836,1479715,1479715,0.936286408424236,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000575",542346,509033,507779,436738,436738,0.93626393483127,"Sample"
"NS1","NS1_MH-02-AC_PC1K",64145,60358,60039,51182,51182,0.935988775430665,"PC"
"NS1","NS1_MH-03-AC_HAM15-000668",1313387,1235043,1228854,1055883,1055883,0.935637401618868,"Sample"
"NS2","NS2_MH-12-AC_HT01062010-1",81910,76657,76576,66831,66831,0.934879746062752,"Sample"
"NS2","NS2_MH-06-AC_HT07102013-1",183833,172450,171847,147354,147354,0.934799519128774,"Sample"
"NS2","NS2_MH-07-AC_HT19112013-4",224066,209723,209417,179566,179566,0.934621941749306,"Sample"
"NS2","NS2_MH-08-AC_HT06082012-2",183440,171792,171440,147967,147967,0.934583515045792,"Sample"
"NS2","NS2_MH-07-AC_HT11052013-5",231065,216167,215927,187311,187311,0.9344859671521,"Sample"
"NS2","NS2_MH-06-AC_HT20082013-3",172658,161954,161255,138409,138409,0.933956144516906,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000210",793535,742076,741015,636046,636038,0.933815143629456,"Sample"
"NS2","NS2_MH-06-AC_HT01082013-2",237791,222779,221972,189312,189312,0.933475194603665,"Sample"
"NS2","NS2_MH-08-AC_HT04122012-8",185988,173786,173612,150218,150218,0.933458072563821,"Sample"
"NS2","NS2_MH-09-AC_HT26052012-1",170658,159541,159302,140038,140038,0.933457558391637,"Sample"
"M11","M11_HT10062010-03",915362,857034,854332,724710,724710,0.933326924211405,"Sample"
"M09","M09_HAM14-229-D0",482109,451502,449942,385901,385901,0.933278573932451,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000533",347319,324736,324076,279804,279804,0.933078812273443,"Sample"
"M04","M04_HT18032010-05",1953963,1830028,1822898,1566728,1566712,0.932923499574966,"Sample"
"NS2","NS2_MH-09-AC_HT01072011-7",207355,193613,193411,168237,168237,0.93275300812616,"Sample"
"NS2","NS2_MH-06-AC_HT23032013-3",207570,193989,193552,164541,164541,0.932466155995568,"Sample"
"NS2","NS2_MH-09-AC_HT04062011-6",205209,191570,191318,165738,165738,0.932308037171859,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000484",110311,103158,102839,86080,86080,0.932264234754467,"Sample"
"NS2","NS2_MH-12-AC_HT14122010-7",34723,32626,32370,28366,28366,0.932235117933358,"Sample"
"NS2","NS2_MH-06-AC_HT23082013-2",132130,123638,123106,105922,105922,0.931703625217589,"Sample"
"M14","M14_HT23022012-02",424815,397321,395759,332074,332074,0.931603168438026,"Sample"
"NS2","NS2_MH-12-AC_HT28062010-2",83305,77766,77589,67551,67551,0.931384670788068,"Sample"
"M04","M04_HT19032010-10",2512862,2349566,2340272,2011468,2011423,0.931317358454225,"Sample"
"NS2","NS2_MH-11-AC_HT14102010-2",346948,323390,323080,280313,280313,0.931205829115602,"Sample"
"M14","M14_HAM14-268-D0",180256,168316,167762,140850,140850,0.930687466714007,"Sample"
"NS2","NS2_MH-12-AC_HT26022011-1",56351,52482,52412,45626,45626,0.930098844740998,"Sample"
"NS2","NS2_MH-06-AC_HT20102013-2",191071,178443,177712,152111,152111,0.930083581495884,"Sample"
"M09","M09_HT05012011-04",587998,548430,546748,479526,479526,0.929846700158844,"Sample"
"NS2","NS2_MH-05-AC_HT02062013-7",196314,182596,182512,158423,158423,0.929694265309657,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000784",416502,390492,387188,327708,327708,0.929618585264897,"Sample"
"NS2","NS2_MH-09-AC_HT23112012-2",160315,149307,149009,128618,128618,0.929476343448835,"Sample"
"M09","M09_HT06032011-01",452628,421402,420646,363554,363554,0.929341534328411,"Sample"
"NS2","NS2_MH-12-AC_PC1K",30459,28323,28306,24778,24778,0.92931481663876,"PC"
"M14","M14_HAM14-143-D0",444281,414511,412806,338100,338100,0.929155196823632,"Sample"
"M14","M14_HAM16-110-D0",204366,190491,189841,159415,159415,0.928926533767848,"Sample"
"NS2","NS2_MH-06-AC_HT14102013-3",177333,165034,164722,141248,141248,0.928885204671437,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000752",144770,135729,134473,114571,114571,0.928873385369897,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000658",1397948,1304750,1298317,1111076,1111076,0.928730539333366,"Sample"
"NS2","NS2_MH-06-AC_HT29092013-2",32776,30532,30431,26048,26048,0.928453746643886,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000774",424152,395598,393627,335731,335731,0.928032875007073,"Sample"
"M08","M08_HAM16-157-D0",683004,634973,633832,554044,554044,0.928006278147712,"Sample"
"NS2","NS2_MH-05-AC_HT13072013-3",199479,186755,185096,155639,155639,0.927897172133407,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000693",1153157,1074518,1069834,918199,918199,0.927743576980411,"Sample"
"M14","M14_HT13032013-01",448425,417359,415820,346958,346958,0.927289959302001,"Sample"
"NS2","NS2_MH-07-AC_HT04122013-2",243645,226798,225886,191018,191018,0.927111165835539,"Sample"
"M06","M06_HAM16-426-D0",1515728,1411436,1404560,1178753,1178753,0.926657025534924,"Sample"
"NS2","NS2_MH-05-AC_HT03062013-27",179769,166709,166564,145878,145878,0.926544621152702,"Sample"
"NS2","NS2_MH-09-AC_HT02062011-8",223344,207159,206831,179266,179266,0.926064725266853,"Sample"
"NS2","NS2_MH-12-AC_HT23022011-1",63763,59146,59043,50774,50774,0.925975879428509,"Sample"
"NS2","NS2_MH-06-AC_HT23082013-5",170190,158251,157586,134417,134417,0.92594159468829,"Sample"
"NS2","NS2_MH-08-AC_HT16082012-4",139686,129686,129322,112606,112606,0.925805019830191,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000632",199662,185736,184808,156507,156507,0.925604271218359,"Sample"
"NS2","NS2_MH-09-AC_HT16072011-3",193770,179807,179278,153735,153735,0.925210300872168,"Sample"
"M14","M14_HT08102010-03",453384,420563,419293,351291,353883,0.924807668554691,"Sample"
"M09","M09_HT08022011-02",342335,317531,316566,277929,277929,0.92472578030292,"Sample"
"M06","M06_HAM16-486-D0",1623407,1506919,1501203,1257456,1257456,0.924723744569292,"Sample"
"M08","M08_HAM16-295-D0",928309,862657,858423,726633,726633,0.924716877677584,"Sample"
"NS2","NS2_MH-09-AC_HT04072011-6",199081,184324,184047,158511,158511,0.924482999382161,"Sample"
"M08","M08_HAM15-359-D0",477100,443780,441065,380010,380010,0.924470760846783,"Sample"
"M14","M14_HT29032012-02",740686,686462,684561,583910,587876,0.924225650275555,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000771",330525,307004,305450,263497,263491,0.924135844489827,"Sample"
"NS2","NS2_MH-07-AC_HT29092013-3",110115,101905,101748,88170,88170,0.924015801661899,"Sample"
"NS2","NS2_MH-09-AC_HT02042012-4",142619,131884,131767,114982,114982,0.923909156563992,"Sample"
"NS2","NS2_MH-07-AC_HT24052013-1",124122,115016,114664,99442,99442,0.923800776655226,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000588",725104,670667,669775,581819,581815,0.923695083739712,"Sample"
"M14","M14_HT03042011-01",436799,405415,403453,334467,334467,0.923658250133357,"Sample"
"M14","M14_HT13072012-10",75848,70350,70049,59303,59303,0.923544457335724,"Sample"
"M08","M08_HAM16-407-D0",240754,223763,222304,189648,189648,0.923365759239722,"Sample"
"NS2","NS2_MH-05-AC_HT20052013-12",192090,177593,177343,154027,154027,0.923228694882607,"Sample"
"NS2","NS2_MH-06-AC_HT18052013-3",170679,158206,157560,135140,135140,0.923136413970084,"Sample"
"M13","M13_HT22012013-09",1078617,998145,995265,861033,861033,0.922723265069992,"Sample"
"M08","M08_HAM16-123-D0",983621,910345,907548,786809,786806,0.922660252271962,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000328",368522,341209,339853,290344,290344,0.922205458561497,"Sample"
"NS2","NS2_MH-09-AC_HT14122012-7",124089,114613,114429,98718,98718,0.922152648502285,"Sample"
"NS1","NS1_MH-03-AC_2005-229",1539085,1425599,1418959,1213280,1213280,0.921949729871969,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000136",1396975,1293726,1287914,1099616,1099616,0.921930600046529,"Sample"
"NS2","NS2_MH-09-AC_HT16102012-2",160376,148094,147848,127491,127491,0.921883573602035,"Sample"
"NS2","NS2_MH-09-AC_HT06072011-1",140260,129438,129246,112598,112598,0.921474404677028,"Sample"
"NS2","NS2_MH-05-AC_HT11092013-1",198946,184108,183313,158614,158612,0.921420888080183,"Sample"
"NS2","NS2_MH-05-AC_HT07062013-8",189381,174888,174461,151346,151346,0.921217017546639,"Sample"
"M10","M10_HT19042013-10",686578,634331,632463,543388,543388,0.921181570047394,"Sample"
"NS1","NS1_MH-03-AC_2005-203",1948096,1800948,1793952,1536681,1536673,0.92087453595716,"Sample"
"NS2","NS2_MH-06-AC_HT01122013-2",187941,173437,173051,147931,147931,0.920773008550556,"Sample"
"M09","M09_HT24032011-02",173929,160562,160141,141408,141408,0.920726273364419,"Sample"
"M12","M12_PC4",519283,478664,478096,421137,421137,0.920684867403709,"PC"
"NS2","NS2_MH-06-AC_HT01062013-18",155389,143615,143051,122624,122624,0.920599270218613,"Sample"
