sampleID,Run,Lib_plate,Lib_plate_pos,Lib_condition,qPCR_Ct,qPCR_Quantity,Type,DNA_Plate_No,Micronix,RackID,Index_plate,Lib_pool
MH-08-AC_HT04062012-11,NS2,MH-08-AC,C12,"1A5 & 2, 15 cycles",19.34737015,154654.2007,NA,P4,4064905564,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT04062012-2,NS2,MH-08-AC,H12,"1A5 & 2, 15 cycles",17.89503479,402742.3034,NA,P4,4064905493,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT04062012-6,NS2,MH-08-AC,B01,"1A5 & 2, 15 cycles",26.20041466,1690.388955,NA,P4,4064905820,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT04062012-7,NS2,MH-08-AC,G12,"1A5 & 2, 15 cycles",18.95984077,199652.3999,NA,P4,4064905494,STP_P4,Dual-024,Pool_06_AC
MH-09-AC_HT04072011-1,NS2,MH-09-AC,D02,"1A5 & 2, 15 cycles",26.96941185,1852.517752,NA,P3,4064905900,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT04072011-6,NS2,MH-09-AC,A07,"1A5 & 2, 15 cycles",24.1015377,11873.22809,NA,P3,4064906143,STP_P3,Dual-025,Pool_06_AC
MH-05-AC_HT04072013-3,NS2,MH-05-AC,G09,"1A5 & 2, 20 cycles",27.83333015,860.9698534,NA,P5,4064905460,STP_P5,Dual-022,Pool_04_AC
NA,NA,NA,NA,NA,39.58078766,0.250298372,NA,P4,4064905371,STP_P4,NA,NA
MH-12-AC_HT04092010-3,NS2,MH-12-AC,E11,"1A5 & 2, 15 cycles",21.57815552,32937.73706,NA,P1,4064906013,STP_P1,Dual-032,Pool_07_AC
MH-12-AC_HT04112010-1,NS2,MH-12-AC,F10,"1A5 & 2, 15 cycles",22.56783676,25017.01583,NA,P1,4064905376,STP_P1,Dual-032,Pool_07_AC
MH-07-AC_HT04112013-2,NS2,MH-07-AC,F04,"1A5 & 2, 15 cycles",23.18320084,13979.12412,NA,P6,4064906144,STP_P6,Dual-027,Pool_05_AC
MH-08-AC_HT04122012-12,NS2,MH-08-AC,A08,"1A5 & 2, 15 cycles",22.64617348,17588.46621,NA,P4,4064905926,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT04122012-2,NS2,MH-08-AC,E12,"1A5 & 2, 15 cycles",19.30485344,159048.7323,NA,P4,4064905930,STP_P4,Dual-024,Pool_06_AC
MH-09-AC_HT04122012-4,NS2,MH-09-AC,C01,"1A5 & 2, 15 cycles",26.5038681,1384.002187,NA,P4,4064906238,STP_P4,Dual-025,Pool_06_AC
MH-08-AC_HT04122012-8,NS2,MH-08-AC,G09,"1A5 & 2, 15 cycles",21.71002579,32595.52992,NA,P4,4064905990,STP_P4,Dual-024,Pool_06_AC
MH-07-AC_HT04122013-2,NS2,MH-07-AC,A03,"1A5 & 2, 15 cycles",23.77976608,9921.590746,NA,P6,4064905698,STP_P6,Dual-027,Pool_05_AC
MH-06-AC_HT04122013-3,NS2,MH-06-AC,A08,"1A5 & 2, 15 cycles",25.10680389,4320.672536,NA,P6,4064905358,STP_P6,Dual-023,Pool_05_AC
MH-13-AC_HT05022011-2,NS2,MH-13-AC,B02,"1A5 & 2, 20 cycles",33.9656105,22.61339527,NA,P2,4064905855,STP_P2,Dual-031,Pool_08_AC
MH-13-AC_HT05032011-4,NS2,MH-13-AC,G06,"1A5 & 2, 20 cycles",28.57917213,597.8645754,NA,P2,4064905843,STP_P2,Dual-031,Pool_08_AC
MH-13-AC_HT05042011-1,NS2,MH-13-AC,C07,"1A5 & 2, 20 cycles",28.25682068,727.3050635,NA,P2,4064905336,STP_P2,Dual-031,Pool_08_AC
MH-09-AC_HT05042012-2,NS2,MH-09-AC,E08,"1A5 & 2, 15 cycles",23.14229965,22101.76911,NA,P3,4064905385,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT05052010-2,NS2,MH-12-AC,D01,"1A5 & 2, 15 cycles",25.86724281,3157.633607,NA,P1,4064906176,STP_P1,Dual-032,Pool_07_AC
MH-09-AC_HT05052012-2,NS2,MH-09-AC,G09,"1A5 & 2, 15 cycles",22.1824398,41158.56184,NA,P3,4064905814,STP_P3,Dual-025,Pool_06_AC
MH-07-AC_HT05052013-3,NS2,MH-07-AC,A06,"1A5 & 2, 15 cycles",22.62228203,24584.94852,NA,P5,4064905718,STP_P5,Dual-027,Pool_05_AC
MH-11-AC_HT05062010-2,NS2,MH-11-AC,G03,"1A5 & 2, 20 cycles",28.52470779,596.176975,NA,P1,4064906086,STP_P1,Dual-034,Pool_07_AC
MH-09-AC_HT05062011-1,NS2,MH-09-AC,F03,"1A5 & 2, 15 cycles",25.68054581,4269.267814,NA,P3,4064906220,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT05072010-1,NS2,MH-12-AC,B04,"1A5 & 2, 15 cycles",24.94653511,5625.935658,NA,P1,4064905584,STP_P1,Dual-032,Pool_07_AC
MH-09-AC_HT05072011-4,NS2,MH-09-AC,G05,"1A5 & 2, 15 cycles",24.80609131,7522.459204,NA,P3,4064905888,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT05082010-1,NS2,MH-12-AC,D10,"1A5 & 2, 15 cycles",22.67735481,23356.02602,NA,P1,4064905520,STP_P1,Dual-032,Pool_07_AC
MH-08-AC_HT05082012-1,NS2,MH-08-AC,F12,"1A5 & 2, 15 cycles",19.28662109,160971.2806,NA,P4,4064906172,STP_P4,Dual-024,Pool_06_AC
NA,NA,NA,NA,NA,NA,NA,NA,P6,4064905326,STP_P6,NA,NA
MH-06-AC_HT05082013-3,NS2,MH-06-AC,A07,"1A5 & 2, 15 cycles",25.22372818,3908.918189,NA,P6,4064906037,STP_P6,Dual-023,Pool_05_AC
MH-07-AC_HT05082013-5,NS2,MH-07-AC,D01,"1A5 & 2, 15 cycles",24.28757095,7013.862844,NA,P6,4064905602,STP_P6,Dual-027,Pool_05_AC
MH-12-AC_HT05102010-1,NS2,MH-12-AC,E04,"1A5 & 2, 15 cycles",24.83823013,6021.446473,NA,P1,4064905526,STP_P1,Dual-032,Pool_07_AC
MH-12-AC_HT05102010-3,NS2,MH-12-AC,D09,"1A5 & 2, 15 cycles",23.15525627,17306.20544,NA,P1,4064905904,STP_P1,Dual-032,Pool_07_AC
MH-05-AC_HT05102013-2,NS2,MH-05-AC,C06,"1A5 & 2, 20 cycles",28.59891129,474.9560128,NA,P6,4064905946,STP_P6,Dual-022,Pool_04_AC
MH-09-AC_HT06042012-3,NS2,MH-09-AC,C07,"1A5 & 2, 15 cycles",24.03627968,12385.89987,NA,P3,4064906260,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT06052011-7,NS2,MH-12-AC,B07,"1A5 & 2, 15 cycles",23.82489204,10762.78286,NA,P2,4064905354,STP_P2,Dual-032,Pool_07_AC
MH-07-AC_HT06052013-9,NS2,MH-07-AC,A02,"1A5 & 2, 15 cycles",24.41260338,7772.336611,NA,P5,4064905410,STP_P5,Dual-027,Pool_05_AC
MH-05-AC_HT06062013-15,NS2,MH-05-AC,D07,"1A5 & 2, 20 cycles",28.34417915,619.8473112,NA,P5,4064905576,STP_P5,Dual-022,Pool_04_AC
MH-06-AC_HT06062013-4,NS2,MH-06-AC,C04,"1A5 & 2, 15 cycles",26.30760956,2164.394823,NA,P5,4064905454,STP_P5,Dual-023,Pool_05_AC
MH-06-AC_HT06062013-9,NS2,MH-06-AC,E09,"1A5 & 2, 15 cycles",24.8731842,5527.091799,NA,P5,4064906266,STP_P5,Dual-023,Pool_05_AC
MH-09-AC_HT06072011-1,NS2,MH-09-AC,G04,"1A5 & 2, 15 cycles",24.3086319,6200.211136,NA,P3,4064905344,STP_P3,Dual-025,Pool_06_AC
MH-13-AC_HT06072011-2,NS2,MH-13-AC,B07,"1A5 & 2, 20 cycles",27.64278603,725.497715,NA,P3,4064905957,STP_P3,Dual-031,Pool_08_AC
MH-12-AC_HT06082010-1,NS2,MH-12-AC,B12,"1A5 & 2, 15 cycles",21.56498337,46929.71231,NA,P1,4064905861,STP_P1,Dual-032,Pool_07_AC
NA,NA,NA,NA,NA,NA,NA,NA,P1,4064905775,STP_P1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P1,4064906153,STP_P1,NA,NA
MH-08-AC_HT06082012-2,NS2,MH-08-AC,C10,"1A5 & 2, 15 cycles",21.64816093,42595.32568,NA,P4,4064905627,STP_P4,Dual-024,Pool_06_AC
MH-07-AC_HT06102013-1,NS2,MH-07-AC,G01,"1A5 & 2, 15 cycles",24.21571541,7335.768753,NA,P6,4064906226,STP_P6,Dual-027,Pool_05_AC
MH-12-AC_HT06112010-1,NS2,MH-12-AC,G06,"1A5 & 2, 15 cycles",23.96668816,10402.53989,NA,P1,4064905619,STP_P1,Dual-032,Pool_07_AC
MH-13-AC_HT06112010-2,NS2,MH-13-AC,E09,"1A5 & 2, 20 cycles",38.30622101,1.289877328,NA,P1,4064906229,STP_P1,Dual-031,Pool_08_AC
NA,NA,NA,NA,NA,NA,NA,NA,P2,4064906191,STP_P2,NA,NA
MH-13-AC_HT06122011-3,NS2,MH-13-AC,F08,"1A5 & 2, 20 cycles",28.03078079,931.4769601,NA,P3,4064906066,STP_P3,Dual-031,Pool_08_AC
MH-08-AC_HT06122012-1,NS2,MH-08-AC,C07,"1A5 & 2, 15 cycles",22.86747742,15201.61369,NA,P4,4064905829,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT06122012-2,NS2,MH-08-AC,B11,"1A5 & 2, 15 cycles",20.74742699,74450.27463,NA,P4,4064906152,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT06122013-1,NS2,MH-06-AC,F05,"1A5 & 2, 15 cycles",25.74736977,2892.550221,NA,P6,4064905436,STP_P6,Dual-023,Pool_05_AC
MH-09-AC_HT07042012-1,NS2,MH-09-AC,F05,"1A5 & 2, 15 cycles",24.84096909,7354.40986,NA,P3,4064906280,STP_P3,Dual-025,Pool_06_AC
MH-11-AC_HT07062010-1,NS2,MH-11-AC,F04,"1A5 & 2, 20 cycles",27.72789574,982.7763827,NA,P1,4064905420,STP_P1,Dual-034,Pool_07_AC
MH-11-AC_HT07062010-2,NS2,MH-11-AC,D01,"1A5 & 2, 20 cycles",40.47780991,0.330317464,NA,P1,4064905631,STP_P1,Dual-034,Pool_07_AC
MH-05-AC_HT07062013-8,NS2,MH-05-AC,G08,"1A5 & 2, 20 cycles",28.08335876,733.0669656,NA,P5,4064905921,STP_P5,Dual-022,Pool_04_AC
MH-06-AC_HT07072013-2,NS2,MH-06-AC,A09,"1A5 & 2, 15 cycles",25.0551281,5141.210613,NA,P5,4064905577,STP_P5,Dual-023,Pool_05_AC
MH-08-AC_HT07082012-1,NS2,MH-08-AC,G11,"1A5 & 2, 15 cycles",19.92436028,124011.036,NA,P4,4064905339,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT07082012-3,NS2,MH-08-AC,B06,"1A5 & 2, 15 cycles",23.36859322,10926.16823,NA,P4,4064906105,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT07082013-2,NS2,MH-06-AC,A02,"1A5 & 2, 15 cycles",26.99589729,1292.457318,NA,P6,4064905719,STP_P6,Dual-023,Pool_05_AC
MH-08-AC_HT07092012-1,NS2,MH-08-AC,C11,"1A5 & 2, 15 cycles",20.74084663,74754.6015,NA,P4,4064905863,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT07092013-2,NS2,MH-06-AC,A05,"1A5 & 2, 15 cycles",26.17697716,2210.055602,NA,P6,4064906175,STP_P6,Dual-023,Pool_05_AC
MH-06-AC_HT07092013-3,NS2,MH-06-AC,C05,"1A5 & 2, 15 cycles",26.06250191,2374.362343,NA,P6,4064905569,STP_P6,Dual-023,Pool_05_AC
MH-06-AC_HT07102013-1,NS2,MH-06-AC,E08,"1A5 & 2, 15 cycles",24.97475433,4693.278896,NA,P6,4064905688,STP_P6,Dual-023,Pool_05_AC
MH-09-AC_HT07122011-12,NS2,MH-09-AC,B11,"1A5 & 2, 15 cycles",20.97625732,89906.3173,NA,P3,4064906216,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT07122011-2,NS2,MH-09-AC,A10,"1A5 & 2, 15 cycles",21.9451313,47997.77986,NA,P3,4064905954,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT07122011-7,NS2,MH-09-AC,A11,"1A5 & 2, 15 cycles",20.99528122,88805.18019,NA,P3,4064905819,STP_P3,Dual-025,Pool_06_AC
MH-11-AC_HT08032011-3,NS2,MH-11-AC,E05,"1A5 & 2, 20 cycles",27.22374535,1362.982183,NA,P2,4064906203,STP_P2,Dual-034,Pool_07_AC
MH-13-AC_HT08032011-5,NS2,MH-13-AC,A05,"1A5 & 2, 20 cycles",30.04160881,245.7313329,NA,P2,4064906254,STP_P2,Dual-031,Pool_08_AC
MH-13-AC_HT08042011-3,NS2,MH-13-AC,C01,"1A5 & 2, 20 cycles",40.36546326,0.461898384,NA,P2,4064905497,STP_P2,Dual-031,Pool_08_AC
MH-12-AC_HT08042011-6,NS2,MH-12-AC,E06,"1A5 & 2, 15 cycles",23.93342209,10075.53853,NA,P2,4064905643,STP_P2,Dual-032,Pool_07_AC
MH-12-AC_HT08052011-2,NS2,MH-12-AC,A03,"1A5 & 2, 15 cycles",25.26943016,4472.066318,NA,P2,4064906265,STP_P2,Dual-032,Pool_07_AC
MH-13-AC_HT08052011-5,NS2,MH-13-AC,D07,"1A5 & 2, 20 cycles",28.13871956,781.4479777,NA,P2,4064905652,STP_P2,Dual-031,Pool_08_AC
MH-09-AC_HT08072011-2,NS2,MH-09-AC,E02,"1A5 & 2, 15 cycles",26.9651165,1857.679421,NA,P3,4064905974,STP_P3,Dual-025,Pool_06_AC
MH-13-AC_HT08072011-5,NS2,MH-13-AC,C06,"1A5 & 2, 20 cycles",28.78101921,572.9422368,NA,P3,4064906198,STP_P3,Dual-031,Pool_08_AC
MH-13-AC_HT08072011-6,NS2,MH-13-AC,G08,"1A5 & 2, 20 cycles",28.01997375,938.0206809,NA,P3,4064905746,STP_P3,Dual-031,Pool_08_AC
MH-11-AC_HT08082010-1,NS2,MH-11-AC,H01,"1A5 & 2, 20 cycles",32.51984024,48.63637454,NA,P1,4064905379,STP_P1,Dual-034,Pool_07_AC
NA,NA,NA,NA,NA,NA,NA,NA,P3,4064905427,STP_P3,NA,NA
MH-13-AC_HT08092012-1,NS2,MH-13-AC,B08,"1A5 & 2, 20 cycles",27.98713112,836.9946621,NA,P4,4064905765,STP_P4,Dual-031,Pool_08_AC
MH-11-AC_HT08112010-1,NS2,MH-11-AC,A03,"1A5 & 2, 20 cycles",29.40225792,343.7952005,NA,P1,4064905375,STP_P1,Dual-034,Pool_07_AC
MH-11-AC_HT08112010-3,NS2,MH-11-AC,B03,"1A5 & 2, 20 cycles",29.39845276,344.6168183,NA,P1,4064906096,STP_P1,Dual-034,Pool_07_AC
MH-13-AC_HT08122010-1,NS2,MH-13-AC,A10,"1A5 & 2, 20 cycles",26.25317764,2459.003859,NA,P2,4064905527,STP_P2,Dual-031,Pool_08_AC
MH-09-AC_HT08122011-6,NS2,MH-09-AC,F07,"1A5 & 2, 15 cycles",23.0240612,14170.83946,NA,P3,4064905708,STP_P3,Dual-025,Pool_06_AC
MH-13-AC_HT08122012-1,NS2,MH-13-AC,C04,"1A5 & 2, 20 cycles",30.35642624,192.6806018,NA,P4,4064906070,STP_P4,Dual-031,Pool_08_AC
MH-06-AC_HT09022013-1,NS2,MH-06-AC,A01,"1A5 & 2, 15 cycles",27.57328606,1017.724008,NA,P5,4064905857,STP_P5,Dual-023,Pool_05_AC
MH-12-AC_HT09032011-6,NS2,MH-12-AC,D12,"1A5 & 2, 15 cycles",20.31169891,91106.48806,NA,P2,4064905975,STP_P2,Dual-032,Pool_07_AC
MH-11-AC_HT09052010-3,NS2,MH-11-AC,G04,"1A5 & 2, 20 cycles",27.57407761,1082.331149,NA,P1,4064905393,STP_P1,Dual-034,Pool_07_AC
MH-08-AC_HT09062012-12,NS2,MH-08-AC,D01,"1A5 & 2, 15 cycles",26.10429573,1800.928025,NA,P4,4064905549,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT09062012-19,NS2,MH-08-AC,E03,"1A5 & 2, 15 cycles",24.62132645,4785.523638,NA,P4,4064906232,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT09062012-6,NS2,MH-08-AC,E10,"1A5 & 2, 15 cycles",21.08975601,49054.89033,NA,P4,4064905644,STP_P4,Dual-024,Pool_06_AC
NA,NA,NA,NA,NA,NA,NA,NA,P1,4064905691,STP_P1,NA,NA
MH-07-AC_HT09072013-4,NS2,MH-07-AC,C09,"1A5 & 2, 15 cycles",20.37312317,104462.657,NA,P5,4064905359,STP_P5,Dual-027,Pool_05_AC
MH-05-AC_HT09082013-1,NS2,MH-05-AC,A09,"1A5 & 2, 20 cycles",27.91827774,742.4550184,NA,P6,4064905458,STP_P6,Dual-022,Pool_04_AC
MH-07-AC_HT09092013-2,NS2,MH-07-AC,C04,"1A5 & 2, 15 cycles",23.35642433,12934.64178,NA,P6,4064905364,STP_P6,Dual-027,Pool_05_AC
MH-07-AC_HT09092013-4,NS2,MH-07-AC,C08,"1A5 & 2, 15 cycles",21.16360283,51088.94045,NA,P6,4064905327,STP_P6,Dual-027,Pool_05_AC
MH-11-AC_HT09102010-1,NS2,MH-11-AC,D06,"1A5 & 2, 20 cycles",26.41400146,2240.812555,NA,P1,4064905573,STP_P1,Dual-034,Pool_07_AC
NA,NA,NA,NA,NA,NA,NA,NA,P1,4064906019,STP_P1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P2,4064905570,STP_P2,NA,NA
MH-13-AC_HT09122010-2,NS2,MH-13-AC,B01,"1A5 & 2, 20 cycles",41.9976387,0.177282573,NA,P2,4064905865,STP_P2,Dual-031,Pool_08_AC
MH-06-AC_HT09122013-1,NS2,MH-06-AC,D05,"1A5 & 2, 15 cycles",25.29888916,2380.424071,NA,P7,4064905750,STP_P7,Dual-023,Pool_05_AC
NA,NA,NA,NA,NA,NA,NA,NA,P3,4064905437,STP_P3,NA,NA
MH-12-AC_HT10052010-10,NS2,MH-12-AC,D03,"1A5 & 2, 15 cycles",25.14045143,4981.557682,NA,P1,4064906189,STP_P1,Dual-032,Pool_07_AC
MH-12-AC_HT10052010-11,NS2,MH-12-AC,B11,"1A5 & 2, 15 cycles",21.90154457,26894.03787,NA,P1,4064906001,STP_P1,Dual-032,Pool_07_AC
MH-11-AC_HT10052010-8,NS2,MH-11-AC,F02,"1A5 & 2, 20 cycles",30.38515854,131.8624893,NA,P1,4064905725,STP_P1,Dual-034,Pool_07_AC
MH-11-AC_HT10052011-9,NS2,MH-11-AC,E06,"1A5 & 2, 20 cycles",25.88030243,2252.648409,NA,P2,4064906211,STP_P2,Dual-034,Pool_07_AC
MH-06-AC_HT10052013-5,NS2,MH-06-AC,D07,"1A5 & 2, 15 cycles",25.38341141,4162.564956,NA,P5,4064906223,STP_P5,Dual-023,Pool_05_AC
MH-09-AC_HT10062011-2,NS2,MH-09-AC,G07,"1A5 & 2, 15 cycles",23.77140617,14704.26307,NA,P3,4064905325,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT10062011-4,NS2,MH-09-AC,E03,"1A5 & 2, 15 cycles",24.93472481,4144.165633,NA,P3,4064905856,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT10072010-1,NS2,MH-12-AC,H11,"1A5 & 2, 15 cycles",21.21686745,41309.40456,NA,P1,4064905803,STP_P1,Dual-032,Pool_07_AC
MH-08-AC_HT10072012-2,NS2,MH-08-AC,H09,"1A5 & 2, 15 cycles",21.49411011,37579.77508,NA,P4,4064906085,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT10072013-2,NS2,MH-06-AC,F07,"1A5 & 2, 15 cycles",25.27978706,4237.238072,NA,P5,4064905662,STP_P5,Dual-023,Pool_05_AC
MH-12-AC_HT10082010-1,NS2,MH-12-AC,G01,"1A5 & 2, 15 cycles",25.71536446,3473.271394,NA,P1,4064906187,STP_P1,Dual-032,Pool_07_AC
MH-07-AC_HT10092013-1,NS2,MH-07-AC,B06,"1A5 & 2, 15 cycles",22.28632355,25286.15754,NA,P6,4064905387,STP_P6,Dual-027,Pool_05_AC
MH-08-AC_HT10102012-1,NS2,MH-08-AC,D09,"1A5 & 2, 15 cycles",21.9006443,28747.63278,NA,P4,4064905558,STP_P4,Dual-024,Pool_06_AC
MH-11-AC_HT10112010-2,NS2,MH-11-AC,C05,"1A5 & 2, 20 cycles",27.40682793,1202.056353,NA,P1,4064905882,STP_P1,Dual-034,Pool_07_AC
MH-07-AC_HT10112013-4,NS2,MH-07-AC,C01,"1A5 & 2, 15 cycles",24.39038086,6577.692879,NA,P6,4064905897,STP_P6,Dual-027,Pool_05_AC
MH-05-AC_HT10122013-1,NS2,MH-05-AC,F02,"1A5 & 2, 20 cycles",30.97655487,61.79248483,NA,P7,4064905510,STP_P7,Dual-022,Pool_04_AC
MH-09-AC_HT11012012-9,NS2,MH-09-AC,B03,"1A5 & 2, 15 cycles",25.33205223,3209.216848,NA,P3,4064906009,STP_P3,Dual-025,Pool_06_AC
MH-07-AC_HT11022013-8,NS2,MH-07-AC,F08,"1A5 & 2, 15 cycles",21.30662727,57304.8214,NA,P5,4064905356,STP_P5,Dual-027,Pool_05_AC
MH-12-AC_HT11052011-4,NS2,MH-12-AC,C11,"1A5 & 2, 15 cycles",21.53489685,28786.10575,NA,P2,4064905905,STP_P2,Dual-032,Pool_07_AC
MH-07-AC_HT11052013-5,NS2,MH-07-AC,F03,"1A5 & 2, 15 cycles",23.71527863,12171.5513,NA,P5,4064906158,STP_P5,Dual-027,Pool_05_AC
MH-13-AC_HT11062010-3,NS2,MH-13-AC,F09,"1A5 & 2, 20 cycles",32.34888077,54.14228022,NA,P1,4064905950,STP_P1,Dual-031,Pool_08_AC
MH-09-AC_HT11062011-7,NS2,MH-09-AC,C03,"1A5 & 2, 15 cycles",25.14493179,3619.863333,NA,P3,4064905701,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT11062011-8,NS2,MH-09-AC,H04,"1A5 & 2, 15 cycles",25.08859444,6264.472072,NA,P3,4064905525,STP_P3,Dual-025,Pool_06_AC
MH-08-AC_HT11062012-26,NS2,MH-08-AC,B07,"1A5 & 2, 15 cycles",22.87995529,15077.12247,NA,P4,4064905595,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT11062012-6,NS2,MH-08-AC,D04,"1A5 & 2, 15 cycles",24.40048409,5535.229559,NA,P4,4064906215,STP_P4,Dual-024,Pool_06_AC
MH-11-AC_HT11072010-1,NS2,MH-11-AC,E02,"1A5 & 2, 20 cycles",30.50397491,122.3982816,NA,P1,4064905622,STP_P1,Dual-034,Pool_07_AC
MH-11-AC_HT11072010-3,NS2,MH-11-AC,H03,"1A5 & 2, 20 cycles",28.47319221,615.7576941,NA,P1,4064905999,STP_P1,Dual-034,Pool_07_AC
MH-09-AC_HT11072011-1,NS2,MH-09-AC,A01,"1A5 & 2, 15 cycles",27.63607025,1202.857829,NA,P3,4064905606,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT11072011-3,NS2,MH-09-AC,G02,"1A5 & 2, 15 cycles",26.71364784,2186.328131,NA,P3,4064905945,STP_P3,Dual-025,Pool_06_AC
MH-07-AC_HT11072013-3,NS2,MH-07-AC,C07,"1A5 & 2, 15 cycles",22.11287117,33574.43794,NA,P5,4064905544,STP_P5,Dual-027,Pool_05_AC
MH-07-AC_HT11072013-4,NS2,MH-07-AC,D03,"1A5 & 2, 15 cycles",23.60023117,10773.94415,NA,P6,4064905611,STP_P6,Dual-027,Pool_05_AC
MH-11-AC_HT11092010-1,NS2,MH-11-AC,A02,"1A5 & 2, 20 cycles",31.95413017,49.31654347,NA,P1,4064906167,STP_P1,Dual-034,Pool_07_AC
MH-08-AC_HT11092012-1,NS2,MH-08-AC,D02,"1A5 & 2, 15 cycles",25.37914848,2904.270532,NA,P4,4064905599,STP_P4,Dual-024,Pool_06_AC
MH-05-AC_HT11092013-1,NS2,MH-05-AC,H03,"1A5 & 2, 20 cycles",29.9836731,203.5939344,NA,P6,4064905932,STP_P6,Dual-022,Pool_04_AC
MH-11-AC_HT11102010-5,NS2,MH-11-AC,E03,"1A5 & 2, 20 cycles",28.90558624,469.4729452,NA,P1,4064906060,STP_P1,Dual-034,Pool_07_AC
MH-08-AC_HT11102012-1,NS2,MH-08-AC,F07,"1A5 & 2, 15 cycles",22.74250603,16506.58067,NA,P4,4064905513,STP_P4,Dual-024,Pool_06_AC
MH-05-AC_HT11102013-1,NS2,MH-05-AC,B03,"1A5 & 2, 20 cycles",30.84696007,118.5499981,NA,P6,4064905877,STP_P6,Dual-022,Pool_04_AC
MH-05-AC_HT11102013-2,NS2,MH-05-AC,G04,"1A5 & 2, 20 cycles",29.34706688,303.3597985,NA,P6,4064905646,STP_P6,Dual-022,Pool_04_AC
MH-12-AC_HT11112010-1,NS2,MH-12-AC,B01,"1A5 & 2, 15 cycles",25.49516487,2827.141835,NA,P1,4064906196,STP_P1,Dual-032,Pool_07_AC
MH-12-AC_HT11112010-2,NS2,MH-12-AC,H07,"1A5 & 2, 15 cycles",23.14330864,12348.22829,NA,P1,4064906068,STP_P1,Dual-032,Pool_07_AC
MH-08-AC_HT11112012-2,NS2,MH-08-AC,A05,"1A5 & 2, 15 cycles",24.62342834,6734.905255,NA,P4,4064906169,STP_P4,Dual-024,Pool_06_AC
MH-13-AC_HT11122012-3,NS2,MH-13-AC,F05,"1A5 & 2, 20 cycles",29.04657173,394.5251704,NA,P5,4064906071,STP_P5,Dual-031,Pool_08_AC
MH-05-AC_HT11122013-1,NS2,MH-05-AC,F07,"1A5 & 2, 20 cycles",27.37518311,626.2748152,NA,P7,4064905594,STP_P7,Dual-022,Pool_04_AC
MH-06-AC_HT12032013-1,NS2,MH-06-AC,G02,"1A5 & 2, 15 cycles",26.97487259,1399.376407,NA,P5,4064905480,STP_P5,Dual-023,Pool_05_AC
MH-11-AC_HT12042010-5,NS2,MH-11-AC,A01,"1A5 & 2, 20 cycles",41.98779297,0.128102989,NA,P1,4064905572,STP_P1,Dual-034,Pool_07_AC
MH-13-AC_HT12052011-8,NS2,MH-13-AC,G04,"1A5 & 2, 20 cycles",30.12001991,234.2916667,NA,P2,4064905729,STP_P2,Dual-031,Pool_08_AC
MH-09-AC_HT12052012-11,NS2,MH-09-AC,H10,"1A5 & 2, 15 cycles",21.03744125,86412.70549,NA,P3,4064905469,STP_P3,Dual-025,Pool_06_AC
MH-07-AC_HT12052013-16,NS2,MH-07-AC,B07,"1A5 & 2, 15 cycles",22.15205383,33267.89327,NA,P5,4064905473,STP_P5,Dual-027,Pool_05_AC
MH-06-AC_HT12052013-5,NS2,MH-06-AC,D02,"1A5 & 2, 15 cycles",27.06864738,1316.18418,NA,P5,4064905362,STP_P5,Dual-023,Pool_05_AC
MH-07-AC_HT12072013-1,NS2,MH-07-AC,D08,"1A5 & 2, 15 cycles",21.05978966,52648.1059,NA,P6,4064905881,STP_P6,Dual-027,Pool_05_AC
MH-05-AC_HT12072013-4,NS2,MH-05-AC,A02,"1A5 & 2, 20 cycles",37.20357132,2.202587209,NA,P6,4064905983,STP_P6,Dual-022,Pool_04_AC
MH-06-AC_HT12072013-7,NS2,MH-06-AC,A04,"1A5 & 2, 15 cycles",26.34867096,1936.218016,NA,P6,4064906038,STP_P6,Dual-023,Pool_05_AC
MH-08-AC_HT12082012-1,NS2,MH-08-AC,H11,"1A5 & 2, 15 cycles",19.6543045,126332.6473,NA,P4,4064905640,STP_P4,Dual-024,Pool_06_AC
